0,-2.684,128.187
1,0.0,129.143
2,4.267,129.06
3,6.669,128.004
4,56.296,127.84
5,57.441,128.329
6,60.069,128.166
7,64.232,126.569
8,65.846,125.727
9,84.826,125.159
10,88.393,124.821
11,91.059,125.309
12,91.863,125.946
13,92.094,125.946
14,121.173,125.946
15,121.993,125.294
16,131.404,125.271
17,133.139,125.704
18,141.864,125.632
19,147.551,129.108
20,148.372,129.108
21,155.637,128.82
22,158.384,128.758
23,160.572,127.452
24,160.861,127.452
25,160.861,126.981
26,161.302,126.981
27,161.302,127.422
28,167.701,127.376
